policy_id	name	category	tier	enabled	class	impl_site	legacy_action	severity	adr065_emit	obligations	posture_lever	disposition	disposition_reasons	planes	validator_planes	seed_migration	exceptions
sys_pii_iban	IBAN Detection	pii-eu	system	true	algorithmic	platform/shared/policy/validators.go::ValidateIBAN	warn	critical	Signal	field_redact,notification	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other
sys_pii_indonesia_ktp	Indonesian KTP Detection	pii-indonesia	system	true	pattern	re2:sha256:00afc10d96fa	block	critical	Deny	-	PII_ACTION	compiled	pattern_compiled_as_inspection_detector,phase_not_evaluated_on_this_plane	decide,gateway_request,mcp,openai_compatible,policy_test,proxy_request,proxy_tier	decide,gateway_request,mcp,openai_compatible,policy_test(mixed),proxy_request	116_indonesia_injection_ktp_policies.sql	-
sys_pii_ip_address	IP Address Detection	pii-global	system	true	algorithmic	platform/shared/policy/validators.go::ValidateIPAddress	log	medium	Signal	field_redact,immutable_audit	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other
sys_pii_pan	Indian PAN Detection	pii-india	system	true	algorithmic	platform/shared/policy/validators.go::ValidatePAN	warn	critical	Signal	field_redact,notification	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other; resolves ValidatePAN by policy-id token; the pii-india category default is ValidateAadhaar, so the token map is what makes this row correct
sys_pii_passport	Passport Number Detection	pii-global	system	true	algorithmic	platform/shared/policy/validators.go::ValidatePassport	warn	high	Signal	field_redact,immutable_audit,notification	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other
sys_pii_phone	Phone Number Detection	pii-global	system	true	algorithmic	platform/shared/policy/validators.go::ValidatePhone	log	medium	Signal	field_redact,immutable_audit	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other
sys_pii_singapore_fin	Singapore FIN Detection	pii-singapore	system	true	algorithmic	platform/shared/policy/validators.go::ValidateSingaporeFIN	redact	critical	Signal	field_redact,notification	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	042_singapore_pii_patterns.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other; pii-singapore has a deliberately nil category default (#1076: NRIC checksum validation is Enterprise-only), so the validator here comes from the policy-id token alone
sys_pii_singapore_nric	Singapore NRIC Detection	pii-singapore	system	true	algorithmic	platform/shared/policy/validators.go::ValidateSingaporeNRIC	redact	critical	Signal	field_redact,notification	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	042_singapore_pii_patterns.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other; pii-singapore has a deliberately nil category default (#1076: NRIC checksum validation is Enterprise-only), so the validator here comes from the policy-id token alone
sys_pii_singapore_phone	Singapore Phone Detection	pii-singapore	system	true	algorithmic	platform/shared/policy/validators.go::ValidatePhone	redact	medium	Signal	field_redact,notification	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	042_singapore_pii_patterns.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other; pii-singapore has a deliberately nil category default (#1076: NRIC checksum validation is Enterprise-only), so the validator here comes from the policy-id token alone
sys_pii_singapore_postal	Singapore Postal Code Detection	pii-singapore	system	true	algorithmic	platform/shared/policy/validators.go::ValidateSingaporePostal	warn	low	Signal	field_redact,immutable_audit,notification	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,posture_lever_displaces_stored_action,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	042_singapore_pii_patterns.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other; pii-singapore has a deliberately nil category default (#1076: NRIC checksum validation is Enterprise-only), so the validator here comes from the policy-id token alone
sys_pii_singapore_uen	Singapore UEN Detection	pii-singapore	system	true	algorithmic	platform/shared/policy/validators.go::ValidateSingaporeUEN	redact	high	Signal	field_redact,notification	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	042_singapore_pii_patterns.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other; pii-singapore has a deliberately nil category default (#1076: NRIC checksum validation is Enterprise-only), so the validator here comes from the policy-id token alone
sys_pii_ssn	SSN Detection	pii-us	system	true	algorithmic	platform/shared/policy/validators.go::ValidateSSN	warn	critical	Signal	field_redact,notification	PII_ACTION	preserved_defect	pattern_compiled_as_inspection_detector,read_path_action_divergence,redact_target_not_stored	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	CLASS IS PLANE-DEPENDENT: the validator gates the match only on the planes listed in validator_planes. On proxy_tier the row is evaluated by TierAwarePolicyEngine.evaluateFirstMatch (platform/agent/tier_aware_policy_engine.go), which calls re.MatchString and consults no validator, so there the cited impl_site does not run and the bare pattern decides. policy_test is MIXED: one handler carries both an EvaluateRequest site and an EvaluatePolicy one under a single plane name, so a validator gates one phase there and the bare pattern decides the other
sys_sensitive_api_key	API Key Detection	sensitive-data	system	true	pattern	re2:sha256:2c06d3f9a5b2	warn	high	Signal	immutable_audit,notification	SENSITIVE_DATA_ACTION	preserved_defect	no_stored_action_for_phase,pattern_compiled_as_inspection_detector,read_path_action_divergence	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	035_sensitive_data_patterns.sql	-
sys_sensitive_connection	Connection String Detection	sensitive-data	system	true	pattern	re2:sha256:767cb025a658	warn	high	Signal	immutable_audit,notification	SENSITIVE_DATA_ACTION	preserved_defect	no_stored_action_for_phase,pattern_compiled_as_inspection_detector,read_path_action_divergence	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	035_sensitive_data_patterns.sql	-
sys_sensitive_credentials	Credentials Detection	sensitive-data	system	true	pattern	re2:sha256:bfc6335da586	warn	high	Signal	immutable_audit,notification	SENSITIVE_DATA_ACTION	preserved_defect	no_stored_action_for_phase,pattern_compiled_as_inspection_detector,read_path_action_divergence	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	035_sensitive_data_patterns.sql	-
sys_sensitive_password	Password Detection	sensitive-data	system	true	pattern	re2:sha256:214e3126bfbd	warn	high	Signal	immutable_audit,notification	SENSITIVE_DATA_ACTION	preserved_defect	no_stored_action_for_phase,pattern_compiled_as_inspection_detector,read_path_action_divergence	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	035_sensitive_data_patterns.sql	-
sys_sensitive_secret	Secret Detection	sensitive-data	system	true	pattern	re2:sha256:c8e2c8baf9d4	warn	high	Signal	immutable_audit,notification	SENSITIVE_DATA_ACTION	preserved_defect	no_stored_action_for_phase,pattern_compiled_as_inspection_detector,read_path_action_divergence	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	035_sensitive_data_patterns.sql	-
sys_sensitive_token	Token Detection	sensitive-data	system	true	pattern	re2:sha256:c2bce0e9cf9d	warn	high	Signal	immutable_audit,notification	SENSITIVE_DATA_ACTION	preserved_defect	no_stored_action_for_phase,pattern_compiled_as_inspection_detector,read_path_action_divergence	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	035_sensitive_data_patterns.sql	-
sys_sqli_admin_bypass	Authentication Bypass	security-sqli	system	true	pattern	re2:sha256:71b0a267f50e	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_alter_table	ALTER TABLE Statement	security-sqli	system	true	pattern	re2:sha256:60f715687893	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_and_false	AND False Condition	security-sqli	system	true	pattern	re2:sha256:feb950888fe3	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_benchmark	MySQL BENCHMARK Function	security-sqli	system	true	pattern	re2:sha256:db5004f0a3ac	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_char_function	CHAR Function Obfuscation	security-sqli	system	true	pattern	re2:sha256:0dbc37ace751	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_concat_select	CONCAT with Embedded SELECT	security-sqli	system	true	pattern	re2:sha256:d9d9aca3ea01	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_convert_int	CONVERT INT Injection	security-sqli	system	true	pattern	re2:sha256:aec091f904d9	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_create_user	CREATE USER Statement	security-sqli	system	true	pattern	re2:sha256:0e62ad2a7831	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_delete_no_where	DELETE Without WHERE	security-sqli	system	true	pattern	re2:sha256:7caa9d468753	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_drop_database	DROP DATABASE Statement	security-sqli	system	true	pattern	re2:sha256:cac3b142ab83	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_drop_table	DROP TABLE Statement	security-sqli	system	true	pattern	re2:sha256:39efd671878d	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_extractvalue	EXTRACTVALUE Function	security-sqli	system	true	pattern	re2:sha256:27c4443e1300	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_grant	GRANT Privileges Statement	security-sqli	system	true	pattern	re2:sha256:bed6aed2de6c	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_hex_encoding	Hex-Encoded Payload	security-sqli	system	true	pattern	re2:sha256:fd530439d48b	warn	medium	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_information_schema	INFORMATION_SCHEMA Access	security-sqli	system	true	pattern	re2:sha256:b078460a8825	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_inline_comment	Inline Comment Injection	security-sqli	system	true	pattern	re2:sha256:a1715acf79ab	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_into_outfile	INTO OUTFILE/DUMPFILE	security-sqli	system	true	pattern	re2:sha256:f451f3214a01	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_line_comment_dash	Double-Dash Comment Injection	security-sqli	system	true	pattern	re2:sha256:0abafcef331a	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_line_comment_mysql	MySQL Line Comment Injection	security-sqli	system	true	pattern	re2:sha256:e07c665bef66	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_load_file	LOAD_FILE Function	security-sqli	system	true	pattern	re2:sha256:c80edb57453b	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_or_string	OR String Condition	security-sqli	system	true	pattern	re2:sha256:88744ea4d082	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_or_true	OR True Condition	security-sqli	system	true	pattern	re2:sha256:5c6c1e7993b7	warn	high	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_pg_sleep	PostgreSQL pg_sleep	security-sqli	system	true	pattern	re2:sha256:10b5ffe2d412	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_revoke	REVOKE Privileges Statement	security-sqli	system	true	pattern	re2:sha256:4d2a04942923	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_select_from	SELECT FROM After Termination	security-sqli	system	true	pattern	re2:sha256:36cae08a57a6	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_sleep	MySQL SLEEP Function	security-sqli	system	true	pattern	re2:sha256:106df549697d	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_stacked_delete	Stacked DELETE Statement	security-sqli	system	true	pattern	re2:sha256:0d601a0479ba	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_stacked_drop	Stacked DROP Statement	security-sqli	system	true	pattern	re2:sha256:51156a012f38	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_stacked_exec	Stacked EXEC Statement	security-sqli	system	true	pattern	re2:sha256:7382ff9f8963	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_stacked_insert	Stacked INSERT Statement	security-sqli	system	true	pattern	re2:sha256:68ae5725c2fa	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
sys_sqli_stacked_update	Stacked UPDATE Statement	security-sqli	system	true	pattern	re2:sha256:c502fa61f3c2	warn	critical	Signal	notification	SQLI_ACTION	compiled	pattern_compiled_as_inspection_detector	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test,proxy_request,proxy_tier	cowork_ingest,decide,gateway_request,mcp,openai_compatible,orchestrator_response,policy_test(mixed),proxy_request	031_seed_system_policies.sql	-
